order_id,customer_id,order_date,market,category,channel,customer_segment,qty,unit_price_local,fx_to_cny,cogs_cny,sell_price_cny,warehouse_type,warehouse_fee_cny,shipping_mode,shipping_cost_cny,weight_kg,expected_days,delay_days,actual_days,coupon_given,coupon_value_cny,gift_given,gift_cost_cny,sentiment_score,complaint_flag,refund_flag,refund_amount_cny,profit_cny,margin_pct
798,10222,2024-06-16,US,Streetwear,TikTok,HighIncome,3,107.49,7.1182,2295.41,2807.64,3PL_Budget,12.67,Economy,141.22,1.75,17,0,17,0,0,0,0,4.0,0,0,0.0,358.34,0.1276
799,10570,2024-04-25,US,Outerwear,WeChat,ValueSeeker,1,129.38,7.1053,919.28,1048.73,BrandWarehouse,13.34,Standard,102.29,1.02,15,0,15,0,0,0,0,4.5,1,0,0.0,13.82,0.0132
800,10099,2024-06-10,US,Sneakers,Instagram,Student,2,154.52,7.1155,2198.97,2731.32,Forwarder_Aggregator,14.15,Economy,120.81,1.61,17,0,17,0,0,0,0,4.5,0,0,0.0,397.39,0.1455
801,10627,2024-01-05,AU,Sneakers,Referral,Student,3,133.21,4.699,1877.86,2279.33,3PL_Budget,20.09,Economy,251.95,3.23,19,0,19,0,0,0,0,4.7,0,0,0.0,129.43,0.0568
802,10206,2024-04-20,AU,Sneakers,Instagram,ValueSeeker,2,134.23,4.6892,1258.86,1483.11,3PL_Standard,19.06,Economy,125.67,1.67,20,7,27,0,0,0,0,3.6,0,0,0.0,79.52,0.0536
803,10471,2024-07-07,KR,Basics,WeChat,Student,3,59406.58,0.0053,944.56,1096.53,3PL_Budget,9.7,Standard,101.5,1.04,13,0,13,0,0,0,0,4.3,0,0,0.0,40.77,0.0372
804,10105,2024-12-02,TH,Streetwear,Instagram,YoungProfessional,2,2195.91,0.1998,877.49,1066.13,3PL_Standard,13.56,Express,126.81,1.27,6,8,14,0,0,0,0,4.1,0,0,0.0,48.27,0.0453
805,10873,2024-09-27,US,Streetwear,Instagram,YoungProfessional,2,56.73,7.0875,804.15,944.46,Forwarder_Aggregator,7.0,Economy,87.82,0.87,18,6,24,1,25,0,0,4.4,0,0,0.0,20.49,0.0217
806,10339,2024-10-12,KR,Streetwear,Instagram,YoungProfessional,3,92405.19,0.0053,1469.24,1748.61,3PL_Budget,13.0,Express,171.29,1.57,6,0,6,0,0,0,0,4.8,0,0,0.0,95.08,0.0544
807,10544,2024-07-18,US,Streetwear,Xiaohongshu,Student,2,83.4,7.1109,1186.1,1413.19,BrandWarehouse,13.7,Economy,96.93,0.96,18,0,18,0,0,0,0,4.2,0,0,0.0,116.46,0.0824
808,10437,2024-02-10,US,Sneakers,WeChat,HighIncome,1,95.82,7.1011,680.43,819.36,3PL_Standard,9.93,Standard,113.35,0.87,12,0,12,0,0,0,0,4.6,0,0,0.0,15.65,0.0191
809,10535,2024-05-23,CA,Basics,WeChat,YoungProfessional,2,54.95,5.2858,580.91,692.33,3PL_Budget,10.04,Economy,88.9,1.14,18,13,31,1,20,1,22,3.5,0,0,0.0,-29.52,-0.0426
810,10409,2024-12-30,US,Basics,TikTok,HighIncome,3,52.8,7.0998,1124.61,1439.67,3PL_Budget,9.49,Express,161.06,1.33,8,0,8,1,20,1,18,4.4,0,0,0.0,106.51,0.074
811,10065,2024-01-17,AU,Accessories,TikTok,YoungProfessional,3,28.2,4.6994,397.57,449.53,3PL_Budget,5.72,Standard,103.48,0.78,16,0,16,0,0,1,18,4.4,0,0,0.0,-75.24,-0.1674
812,10746,2024-11-17,KR,Outerwear,Instagram,ValueSeeker,1,148657.65,0.0053,787.89,943.52,Forwarder_Aggregator,11.16,Economy,81.6,1.2,17,0,17,0,0,0,0,4.1,0,0,0.0,62.87,0.0666
813,10578,2024-09-07,KR,Streetwear,Instagram,HighIncome,1,78544.44,0.0053,416.29,492.64,3PL_Standard,5.04,Express,69.6,0.51,8,0,8,0,0,0,0,4.7,0,0,0.0,1.71,0.0035
814,10228,2024-04-13,AU,Outerwear,WeChat,ValueSeeker,2,116.51,4.6889,1092.61,1233.21,Forwarder_Aggregator,19.49,Economy,199.44,2.48,19,0,19,0,0,0,0,4.7,0,0,0.0,-78.33,-0.0635
815,10075,2024-10-11,AU,Outerwear,TikTok,YoungProfessional,3,103.24,4.6782,1448.93,1721.75,3PL_Budget,23.24,Express,423.47,3.45,11,0,11,0,0,0,0,4.3,0,0,0.0,-173.89,-0.101
816,10798,2024-11-02,CA,Basics,WeChat,Student,2,65.42,5.2877,691.84,810.13,3PL_Standard,11.06,Economy,84.95,0.98,18,0,18,0,0,0,0,4.4,0,0,0.0,22.28,0.0275
817,10299,2024-01-16,US,Sneakers,Xiaohongshu,ValueSeeker,2,129.02,7.0997,1832.01,2193.06,3PL_Standard,16.19,Economy,133.13,1.73,17,0,17,1,40,0,0,4.3,0,0,0.0,171.73,0.0783
818,10817,2024-02-08,US,Streetwear,Referral,ValueSeeker,3,64.04,7.1022,1364.47,1578.05,3PL_Standard,17.25,Economy,133.74,1.74,18,0,18,1,40,0,0,4.1,0,0,0.0,22.59,0.0143
819,10689,2024-08-31,KR,Outerwear,Instagram,Student,2,200748.21,0.0053,2127.93,2442.78,3PL_Budget,13.86,Standard,157.47,2.2,11,0,11,0,0,0,0,4.1,0,0,0.0,143.52,0.0588
820,10863,2024-12-31,TH,Streetwear,WeChat,HighIncome,3,1742.99,0.1999,1045.27,1270.8,3PL_Budget,12.73,Standard,132.57,1.87,11,6,17,0,0,0,0,4.7,0,0,0.0,80.23,0.0631
821,10593,2024-01-09,US,Basics,Instagram,Collector,2,37.95,7.0977,538.72,625.24,BrandWarehouse,10.64,Standard,132.33,0.84,12,0,12,1,10,0,0,4.2,0,0,0.0,-66.45,-0.1063
822,10162,2024-08-31,AU,Streetwear,TikTok,Student,3,86.97,4.6883,1223.22,1462.1,Forwarder_Aggregator,18.37,Economy,165.08,2.05,21,0,21,0,0,0,0,4.6,0,0,0.0,55.43,0.0379
823,10031,2024-02-19,KR,Streetwear,WeChat,HighIncome,1,88783.75,0.0053,470.55,568.55,3PL_Budget,5.26,Economy,47.68,0.57,16,5,21,1,25,0,0,4.2,0,0,0.0,20.06,0.0353
824,10221,2024-08-25,KR,Streetwear,TikTok,YoungProfessional,3,94189.59,0.0053,1497.61,1831.9,Forwarder_Aggregator,13.98,Standard,97.41,1.63,11,0,11,0,0,0,0,4.0,0,0,0.0,222.9,0.1217
825,10395,2024-08-16,AU,Basics,Instagram,Student,3,33.98,4.691,478.2,538.37,3PL_Standard,13.4,Economy,100.86,1.31,21,0,21,1,10,0,0,4.6,0,0,0.0,-64.09,-0.119
826,10561,2024-02-03,AU,Sneakers,WeChat,ValueSeeker,1,102.48,4.6997,481.63,576.1,Forwarder_Aggregator,7.4,Economy,88.28,0.95,21,6,27,0,0,0,0,4.1,0,0,0.0,-1.21,-0.0021
827,10806,2024-09-06,KR,Accessories,Instagram,HighIncome,1,54576.25,0.0053,289.25,334.64,BrandWarehouse,4.43,Standard,48.68,0.23,10,0,10,0,0,0,0,4.4,0,0,0.0,-7.72,-0.0231
828,10126,2024-11-24,TH,Outerwear,TikTok,ValueSeeker,3,2517.06,0.1999,1509.48,1827.18,3PL_Budget,23.84,Standard,198.85,3.56,13,0,13,0,0,0,0,4.3,0,0,0.0,95.01,0.052
829,10571,2024-11-12,US,Streetwear,Instagram,Collector,1,68.83,7.0962,488.43,607.23,BrandWarehouse,8.28,Standard,85.77,0.55,13,0,13,0,0,0,0,4.4,0,0,0.0,24.75,0.0408
830,10077,2024-01-11,TH,Basics,Instagram,ValueSeeker,2,1341.46,0.1999,536.32,608.26,3PL_Budget,9.35,Economy,63.57,1.11,16,8,24,0,0,0,0,4.0,0,0,0.0,-0.98,-0.0016
831,10433,2024-03-31,US,Streetwear,TikTok,YoungProfessional,1,82.68,7.1033,587.3,691.2,3PL_Budget,5.86,Express,110.84,0.52,11,0,11,0,0,0,0,4.1,0,0,0.0,-12.8,-0.0185
832,10066,2024-03-29,TH,Streetwear,Instagram,YoungProfessional,2,1467.87,0.2002,587.74,693.86,3PL_Standard,13.92,Standard,91.61,1.08,13,11,24,1,15,0,0,4.3,0,0,0.0,-14.41,-0.0208
833,10336,2024-06-14,US,Sneakers,Xiaohongshu,YoungProfessional,3,130.95,7.1169,2795.87,3382.85,Forwarder_Aggregator,21.12,Standard,224.2,2.7,15,0,15,1,15,0,0,4.7,0,0,0.0,326.66,0.0966
834,10545,2024-02-22,US,Streetwear,Referral,HighIncome,2,40.25,7.1082,572.21,670.74,3PL_Budget,10.33,Standard,144.7,1.35,12,0,12,0,0,0,0,3.6,0,0,0.0,-56.5,-0.0842
835,10665,2024-11-08,US,Streetwear,Referral,HighIncome,1,79.51,7.0988,564.43,683.0,3PL_Budget,5.05,Standard,72.07,0.45,12,0,12,1,15,0,0,4.4,0,0,0.0,26.45,0.0387
836,10724,2024-10-11,CA,Basics,Referral,Collector,2,34.33,5.2833,362.75,437.36,3PL_Budget,7.14,Express,119.7,0.91,9,0,9,0,0,0,0,5.0,0,0,0.0,-52.23,-0.1194
837,10472,2024-10-22,CA,Sneakers,Xiaohongshu,YoungProfessional,1,172.86,5.2853,913.62,1133.38,3PL_Standard,10.28,Economy,91.88,0.99,18,0,18,1,20,0,0,4.5,0,0,0.0,97.6,0.0861
838,10232,2024-03-13,US,Outerwear,WeChat,Student,2,103.56,7.1142,1473.49,1715.69,3PL_Standard,19.6,Economy,147.73,1.9,19,0,19,1,10,0,0,4.2,0,0,0.0,64.87,0.0378
839,10821,2024-01-06,CA,Outerwear,Referral,ValueSeeker,1,148.76,5.2989,788.26,897.9,3PL_Budget,11.1,Standard,148.18,1.45,12,0,12,0,0,1,15,4.7,0,0,0.0,-64.64,-0.072
840,10840,2024-11-29,CA,Accessories,Instagram,ValueSeeker,2,21.64,5.2901,228.96,262.83,BrandWarehouse,5.79,Standard,78.55,0.44,12,0,12,0,0,0,0,3.7,0,0,0.0,-50.47,-0.192
841,10870,2024-04-15,KR,Streetwear,TikTok,YoungProfessional,1,95477.07,0.0053,506.03,611.05,Forwarder_Aggregator,4.33,Economy,48.87,0.55,18,0,18,1,20,1,18,4.6,0,0,0.0,13.82,0.0226
842,10712,2024-08-28,TH,Streetwear,Instagram,Collector,1,2207.55,0.2003,442.17,545.12,BrandWarehouse,8.77,Standard,62.36,0.66,12,0,12,0,0,0,0,4.3,0,0,0.0,31.82,0.0584
843,10700,2024-11-28,KR,Accessories,Referral,HighIncome,1,29202.32,0.0053,154.77,187.54,3PL_Budget,2.77,Standard,44.76,0.24,13,0,13,0,0,0,0,4.5,0,0,0.0,-14.76,-0.0787
844,10069,2024-01-14,US,Sneakers,WeChat,ValueSeeker,3,154.28,7.0995,3285.93,3881.97,3PL_Budget,20.0,Economy,204.97,2.9,20,0,20,1,20,0,0,3.9,0,0,0.0,351.07,0.0904
845,10515,2024-01-03,US,Basics,WeChat,YoungProfessional,3,51.98,7.1007,1107.28,1295.75,3PL_Standard,12.69,Express,175.02,1.29,11,0,11,0,0,0,0,4.3,0,0,0.0,0.76,0.0006
846,10366,2024-01-02,TH,Outerwear,WeChat,HighIncome,3,3808.46,0.2,2285.08,2772.26,3PL_Standard,31.34,Standard,195.59,3.28,13,0,13,0,0,0,0,3.5,0,0,0.0,260.25,0.0939
847,10233,2024-02-27,US,Streetwear,Instagram,Student,3,44.94,7.107,958.17,1098.48,Forwarder_Aggregator,14.24,Standard,161.95,1.86,14,4,18,0,0,0,0,4.0,0,0,0.0,-35.88,-0.0327
848,10061,2024-01-19,CA,Sneakers,Xiaohongshu,Student,2,137.75,5.3015,1460.56,1739.27,3PL_Budget,11.25,Standard,146.7,1.8,14,0,14,0,0,0,0,4.5,0,0,0.0,120.76,0.0694
849,10191,2024-10-27,TH,Accessories,TikTok,ValueSeeker,1,1960.31,0.2001,392.26,454.92,Forwarder_Aggregator,2.51,Economy,28.52,0.17,17,0,17,0,0,0,0,4.7,1,0,0.0,31.63,0.0695
850,10823,2024-08-09,TH,Streetwear,WeChat,YoungProfessional,3,2306.64,0.2003,1386.06,1652.14,3PL_Standard,16.51,Express,153.97,1.64,8,0,8,0,0,0,0,5.0,0,0,0.0,95.6,0.0579
851,10817,2024-12-24,CA,Sneakers,WeChat,Student,3,206.47,5.2914,3277.55,3723.47,3PL_Standard,27.01,Economy,187.77,2.87,20,0,20,1,15,0,0,4.1,0,0,0.0,216.14,0.058
852,10668,2024-10-20,KR,Streetwear,Instagram,Student,2,136627.63,0.0053,1448.25,1734.82,3PL_Standard,12.31,Standard,89.01,1.13,12,0,12,0,0,0,0,4.6,0,0,0.0,185.25,0.1068
853,10091,2024-12-18,CA,Basics,TikTok,YoungProfessional,1,55.91,5.2919,295.87,335.45,3PL_Budget,2.94,Standard,76.46,0.44,14,16,30,0,0,1,18,3.4,0,0,0.0,-57.82,-0.1724
854,10617,2024-03-28,KR,Basics,Xiaohongshu,Collector,2,56561.93,0.0053,599.56,704.71,3PL_Budget,6.64,Standard,87.69,0.81,11,13,24,0,0,1,18,3.6,0,0,0.0,-7.18,-0.0102
855,10114,2024-04-15,US,Sneakers,Instagram,YoungProfessional,2,162.93,7.1064,2315.69,2729.26,BrandWarehouse,22.04,Express,217.22,1.84,11,0,11,0,0,0,0,4.5,0,0,0.0,174.31,0.0639
856,10614,2024-11-06,US,Basics,Referral,Collector,3,39.03,7.0949,830.74,998.66,3PL_Standard,15.31,Standard,141.82,1.64,13,0,13,0,0,0,0,4.4,0,0,0.0,10.79,0.0108
857,10030,2024-03-30,AU,Basics,WeChat,ValueSeeker,1,66.57,4.686,311.95,356.13,3PL_Budget,4.93,Economy,71.29,0.45,19,0,19,1,30,0,0,5.0,0,0,0.0,-62.04,-0.1742
858,10256,2024-01-21,US,Streetwear,WeChat,YoungProfessional,2,87.12,7.0996,1237.03,1508.34,3PL_Budget,6.97,Standard,127.62,1.19,14,13,27,0,0,0,0,3.6,0,0,0.0,136.72,0.0906
859,10110,2024-09-01,KR,Outerwear,Referral,ValueSeeker,3,124094.08,0.0053,1973.1,2367.28,3PL_Budget,18.65,Standard,184.24,2.89,12,0,12,1,25,0,0,4.1,0,0,0.0,166.29,0.0702
860,10840,2024-10-20,CA,Sneakers,Xiaohongshu,Student,3,112.55,5.2846,1784.35,2030.35,BrandWarehouse,33.04,Economy,200.63,2.75,18,5,23,1,15,0,0,4.2,0,0,0.0,-2.67,-0.0013
861,10511,2024-12-20,TH,Streetwear,Referral,YoungProfessional,1,2471.48,0.1998,493.8,561.03,Forwarder_Aggregator,3.37,Economy,42.5,0.48,15,0,15,0,0,0,0,4.0,0,0,0.0,21.36,0.0381
862,10830,2024-12-05,KR,Outerwear,TikTok,Student,2,124549.74,0.0053,1320.23,1600.32,3PL_Standard,25.53,Standard,175.69,2.54,12,0,12,1,20,0,0,4.4,0,0,0.0,58.87,0.0368
863,10018,2024-02-14,AU,Outerwear,WeChat,Student,2,175.79,4.6958,1650.95,1939.35,BrandWarehouse,20.52,Express,245.67,1.79,9,0,9,1,20,0,0,4.9,0,0,0.0,2.21,0.0011
864,10665,2024-10-09,KR,Basics,Xiaohongshu,Student,2,54582.88,0.0053,578.58,650.41,3PL_Standard,9.87,Standard,110.57,0.94,10,0,10,0,0,0,0,4.4,0,0,0.0,-48.61,-0.0747
865,10431,2024-11-05,US,Sneakers,Instagram,Student,1,104.35,7.0964,740.51,894.15,BrandWarehouse,14.3,Express,147.62,0.99,8,0,8,0,0,0,0,4.6,0,0,0.0,-8.28,-0.0093
866,10422,2024-09-12,AU,Accessories,WeChat,ValueSeeker,1,20.62,4.6789,96.48,114.21,3PL_Standard,3.71,Standard,73.27,0.26,15,0,15,0,0,0,0,4.4,0,0,0.0,-59.25,-0.5188
867,10785,2024-10-27,US,Outerwear,Instagram,HighIncome,1,136.98,7.0931,971.61,1207.21,Forwarder_Aggregator,9.54,Express,127.79,0.79,11,0,11,0,0,0,0,4.5,0,0,0.0,98.27,0.0814
868,10042,2024-11-02,TH,Streetwear,Instagram,ValueSeeker,3,1863.23,0.2001,1118.5,1271.51,BrandWarehouse,15.44,Standard,96.85,1.25,12,0,12,0,0,0,0,4.2,0,0,0.0,40.72,0.032
869,10849,2024-06-12,KR,Basics,WeChat,HighIncome,2,56850.99,0.0053,602.62,687.17,3PL_Standard,10.11,Economy,64.22,0.91,15,0,15,0,0,0,0,4.6,0,0,0.0,10.22,0.0149
870,10025,2024-01-15,TH,Streetwear,TikTok,HighIncome,1,3063.0,0.1999,612.29,756.53,3PL_Budget,5.78,Economy,47.55,0.49,15,0,15,0,0,0,0,3.9,0,0,0.0,90.91,0.1202
871,10326,2024-06-15,TH,Streetwear,Instagram,YoungProfessional,3,1968.26,0.2003,1182.73,1403.0,3PL_Budget,11.66,Express,138.63,1.52,8,0,8,0,0,0,0,4.2,0,0,0.0,69.98,0.0499
872,10124,2024-03-14,TH,Outerwear,TikTok,HighIncome,2,2875.88,0.2001,1150.93,1386.66,3PL_Budget,14.69,Express,186.14,2.09,9,0,9,0,0,0,0,4.5,0,0,0.0,34.9,0.0252
873,10470,2024-02-11,US,Accessories,Referral,YoungProfessional,2,51.08,7.1011,725.45,821.93,3PL_Budget,4.18,Economy,55.23,0.44,19,0,19,0,0,0,0,4.6,0,0,0.0,37.07,0.0451
874,10536,2024-02-15,TH,Outerwear,TikTok,ValueSeeker,1,3774.57,0.2002,755.67,889.19,3PL_Standard,8.91,Standard,71.17,0.94,12,11,23,0,0,0,0,3.9,0,0,0.0,53.44,0.0601
875,10577,2024-09-12,AU,Streetwear,Referral,ValueSeeker,2,70.77,4.6789,662.25,757.26,3PL_Standard,10.4,Express,140.14,1.1,11,0,11,0,0,0,0,4.6,0,0,0.0,-55.53,-0.0733
876,10718,2024-07-03,CA,Outerwear,TikTok,YoungProfessional,2,120.23,5.2872,1271.36,1531.93,3PL_Budget,13.51,Economy,129.99,1.7,19,0,19,1,40,0,0,4.0,0,0,0.0,77.07,0.0503
877,10675,2024-07-16,AU,Outerwear,Xiaohongshu,HighIncome,2,119.37,4.6941,1120.67,1409.04,BrandWarehouse,26.47,Standard,191.17,2.07,13,0,13,0,0,0,0,4.3,0,0,0.0,70.73,0.0502
878,10853,2024-09-29,CA,Streetwear,Xiaohongshu,HighIncome,2,50.66,5.2842,535.4,642.25,3PL_Budget,8.19,Standard,134.36,1.01,12,0,12,1,30,0,0,4.6,0,0,0.0,-65.7,-0.1023
879,10404,2024-07-19,US,Sneakers,Referral,HighIncome,2,163.73,7.1105,2328.4,3035.21,3PL_Budget,11.57,Economy,134.64,1.89,18,0,18,1,15,0,0,4.4,0,0,0.0,545.6,0.1798
880,10157,2024-08-18,US,Streetwear,TikTok,Student,3,98.51,7.1016,2098.74,2448.52,3PL_Budget,13.95,Standard,216.84,2.12,12,0,12,0,0,0,0,4.1,0,0,0.0,118.99,0.0486
881,10140,2024-02-01,US,Outerwear,Referral,Collector,3,132.44,7.0981,2820.22,3560.82,BrandWarehouse,33.19,Economy,221.42,2.91,18,0,18,0,0,1,22,4.1,0,0,0.0,463.99,0.1303
882,10247,2024-11-07,AU,Accessories,Referral,ValueSeeker,2,41.9,4.6748,391.75,444.3,3PL_Standard,6.12,Standard,84.6,0.52,16,0,16,0,0,0,0,4.4,0,0,0.0,-38.17,-0.0859
883,10542,2024-06-13,TH,Accessories,Xiaohongshu,YoungProfessional,1,1258.69,0.2003,252.12,301.92,3PL_Budget,2.68,Economy,32.36,0.26,16,0,16,1,20,0,0,4.7,0,0,0.0,-5.24,-0.0174
884,10048,2024-02-26,KR,Outerwear,Xiaohongshu,HighIncome,1,158175.38,0.0053,838.33,1008.45,3PL_Budget,9.54,Standard,94.48,1.17,11,0,11,1,10,0,0,5.0,0,0,0.0,56.1,0.0556
885,10859,2024-10-24,AU,Outerwear,WeChat,Student,1,192.55,4.6794,901.02,1080.92,3PL_Standard,11.88,Economy,114.47,1.07,20,0,20,0,0,0,0,4.0,0,0,0.0,53.55,0.0495
886,10890,2024-09-25,CA,Outerwear,Instagram,ValueSeeker,1,107.92,5.2834,570.18,709.71,BrandWarehouse,17.77,Standard,158.57,1.29,13,8,21,0,0,0,0,4.0,0,0,0.0,-36.81,-0.0519
887,10148,2024-01-20,CA,Basics,WeChat,Student,2,38.01,5.3008,402.97,452.28,3PL_Standard,10.34,Economy,75.36,0.97,19,0,19,0,0,0,0,4.0,0,0,0.0,-36.39,-0.0805
888,10702,2024-03-11,US,Streetwear,Referral,YoungProfessional,1,102.5,7.1121,728.99,816.61,3PL_Standard,7.6,Economy,68.85,0.6,19,0,19,0,0,0,0,4.4,0,0,0.0,11.17,0.0137
889,10536,2024-01-06,KR,Streetwear,WeChat,YoungProfessional,1,94688.81,0.0053,501.85,588.01,3PL_Standard,6.88,Standard,54.34,0.46,12,0,12,0,0,0,0,4.3,0,0,0.0,24.94,0.0424
890,10432,2024-04-09,US,Sneakers,Xiaohongshu,ValueSeeker,3,134.25,7.1071,2862.38,3403.11,3PL_Budget,20.3,Economy,189.87,2.88,18,0,18,1,40,0,0,4.6,0,0,0.0,290.56,0.0854
891,10661,2024-02-06,KR,Streetwear,TikTok,Collector,1,108727.43,0.0053,576.26,710.35,3PL_Standard,5.45,Economy,57.16,0.52,18,0,18,0,0,0,0,3.7,0,0,0.0,71.48,0.1006
892,10518,2024-09-16,KR,Streetwear,Instagram,Student,3,81311.7,0.0053,1292.86,1496.28,3PL_Standard,15.72,Economy,82.95,1.48,18,0,18,0,0,0,0,4.2,0,0,0.0,104.75,0.07
893,10291,2024-07-10,AU,Streetwear,Referral,YoungProfessional,1,89.88,4.6908,421.61,515.3,Forwarder_Aggregator,5.97,Standard,72.16,0.51,13,0,13,0,0,0,0,4.5,0,0,0.0,15.56,0.0302
894,10505,2024-12-24,TH,Accessories,Instagram,Collector,2,1155.83,0.1999,462.1,557.48,3PL_Budget,5.3,Economy,45.34,0.5,15,0,15,0,0,0,0,4.4,0,0,0.0,44.74,0.0803
895,10122,2024-10-01,US,Accessories,Referral,YoungProfessional,1,26.31,7.0869,186.46,224.95,3PL_Budget,3.62,Standard,64.39,0.26,14,13,27,0,0,1,18,3.8,0,0,0.0,-47.52,-0.2112
896,10228,2024-08-11,TH,Accessories,WeChat,Student,2,971.41,0.2003,389.15,447.0,3PL_Standard,8.75,Standard,56.06,0.56,12,0,12,0,0,0,0,4.5,0,0,0.0,-6.96,-0.0156
897,10875,2024-07-05,KR,Accessories,WeChat,ValueSeeker,1,13121.58,0.0053,69.54,78.1,Forwarder_Aggregator,3.21,Economy,35.94,0.28,18,0,18,0,0,0,0,4.8,0,0,0.0,-30.59,-0.3917
898,10166,2024-01-20,KR,Outerwear,WeChat,Student,1,103246.7,0.0053,547.21,647.65,3PL_Standard,11.31,Economy,76.54,1.14,16,0,16,0,0,0,0,4.8,0,0,0.0,12.59,0.0194
899,10538,2024-01-26,KR,Basics,Instagram,HighIncome,3,44982.91,0.0053,715.23,865.5,Forwarder_Aggregator,11.38,Economy,73.3,1.36,17,0,17,0,0,0,0,4.3,0,0,0.0,65.59,0.0758
900,10267,2024-08-13,TH,Accessories,WeChat,YoungProfessional,3,670.87,0.2003,403.13,498.25,Forwarder_Aggregator,7.11,Express,91.4,0.72,6,0,6,0,0,0,0,4.3,0,0,0.0,-3.39,-0.0068
901,10418,2024-01-02,TH,Basics,Referral,Collector,2,974.6,0.2,389.84,478.67,BrandWarehouse,11.86,Economy,57.04,0.87,18,0,18,0,0,0,0,4.4,0,0,0.0,19.93,0.0416
902,10222,2024-01-16,CA,Accessories,Referral,ValueSeeker,3,30.56,5.3012,486.01,562.97,3PL_Standard,7.66,Standard,100.09,0.68,14,0,14,0,0,0,0,4.7,0,0,0.0,-30.79,-0.0547
903,10511,2024-03-21,KR,Outerwear,Instagram,YoungProfessional,3,151999.63,0.0053,2416.79,2908.52,BrandWarehouse,37.44,Express,273.1,3.13,8,0,8,0,0,0,0,4.5,0,0,0.0,181.19,0.0623
904,10501,2024-11-19,KR,Outerwear,TikTok,Collector,3,150013.12,0.0053,2385.21,2917.39,Forwarder_Aggregator,27.8,Economy,170.99,3.44,15,0,15,0,0,1,15,4.0,0,0,0.0,318.39,0.1091
905,10555,2024-06-16,CA,Sneakers,Referral,ValueSeeker,3,132.73,5.2834,2103.8,2467.08,3PL_Standard,32.32,Economy,211.16,3.38,20,0,20,0,0,0,0,4.7,0,0,0.0,119.8,0.0486
906,10277,2024-09-16,TH,Streetwear,Referral,ValueSeeker,1,1704.64,0.2003,341.44,390.7,3PL_Standard,5.53,Standard,46.41,0.54,11,2,13,0,0,0,0,4.5,0,0,0.0,-2.68,-0.0069
907,10520,2024-05-30,CA,Sneakers,WeChat,YoungProfessional,1,158.75,5.2851,839.01,1018.54,3PL_Budget,8.98,Express,130.43,0.86,8,0,8,0,0,0,0,5.0,0,0,0.0,40.12,0.0394
908,10656,2024-03-04,AU,Streetwear,Instagram,YoungProfessional,2,62.23,4.6919,583.95,667.99,3PL_Standard,13.02,Economy,110.24,1.23,19,5,24,0,0,0,0,3.8,0,0,0.0,-39.22,-0.0587
909,10647,2024-05-15,US,Streetwear,Referral,ValueSeeker,2,85.13,7.1069,1210.02,1340.75,Forwarder_Aggregator,9.94,Standard,103.34,0.84,15,0,15,0,0,0,0,4.5,0,0,0.0,17.45,0.013
910,10511,2024-02-03,US,Basics,Xiaohongshu,Student,3,49.93,7.1013,1063.7,1204.49,BrandWarehouse,18.1,Standard,147.76,1.52,13,0,13,1,15,0,0,4.7,0,0,0.0,-40.07,-0.0333
911,10269,2024-10-08,TH,Accessories,Xiaohongshu,Student,1,1177.37,0.2003,235.83,267.43,3PL_Standard,4.72,Economy,37.66,0.21,15,0,15,0,0,0,0,4.3,0,0,0.0,-10.78,-0.0403
912,10479,2024-03-08,CA,Sneakers,TikTok,YoungProfessional,1,127.33,5.2976,674.54,822.07,BrandWarehouse,12.66,Standard,107.87,1.02,15,0,15,1,10,0,0,4.2,0,0,0.0,17.0,0.0207
913,10483,2024-05-17,CA,Outerwear,Xiaohongshu,ValueSeeker,1,143.0,5.2871,756.06,871.55,3PL_Budget,10.06,Standard,102.73,1.04,14,0,14,0,0,0,0,4.5,0,0,0.0,2.7,0.0031
914,10856,2024-12-24,US,Sneakers,Referral,Student,3,184.33,7.1012,3926.89,4734.82,BrandWarehouse,35.68,Express,277.13,2.96,10,0,10,0,0,0,0,4.3,0,0,0.0,495.12,0.1046
915,10339,2024-08-04,AU,Basics,Instagram,YoungProfessional,3,51.51,4.6919,725.04,837.86,3PL_Standard,18.06,Standard,167.75,1.69,15,0,15,1,20,1,12,4.6,0,0,0.0,-104.99,-0.1253
916,10290,2024-06-16,KR,Accessories,TikTok,HighIncome,3,27151.03,0.0053,431.7,550.73,Forwarder_Aggregator,6.3,Standard,61.82,0.67,10,0,10,1,30,0,0,4.5,0,0,0.0,20.91,0.038
917,10674,2024-07-17,TH,Sneakers,Referral,YoungProfessional,3,4348.41,0.2002,2611.66,3138.62,3PL_Standard,26.5,Standard,134.92,2.51,12,0,12,0,0,0,0,4.1,0,0,0.0,365.54,0.1165
918,10571,2024-10-13,US,Sneakers,Referral,YoungProfessional,3,147.19,7.0924,3131.79,3825.72,BrandWarehouse,35.72,Economy,190.86,2.88,17,0,17,0,0,1,8,4.3,0,0,0.0,459.35,0.1201
919,10384,2024-04-03,AU,Outerwear,Referral,HighIncome,2,138.12,4.6874,1294.85,1567.32,3PL_Budget,17.22,Standard,272.54,2.6,13,0,13,1,20,0,0,4.4,0,0,0.0,-37.29,-0.0238
920,10000,2024-08-20,CA,Accessories,Referral,YoungProfessional,2,43.86,5.2841,463.52,540.89,3PL_Standard,6.75,Economy,66.86,0.51,19,0,19,0,0,0,0,4.4,0,0,0.0,3.76,0.007
